tarih;duygu;veri;;;
4.04.2020;;"Her ne kadar mevcut iktidar Ankara Büyük?ehir Belediye Ba?kany Sayyn Mansur Yava?'yn  yapaca??ardymlary engellemeye ?y?sa da Mansur ba?kan  fark yaratarak yeni bir kampanyaya imza atmy?. #vaka23934 #MaskeBulamazsam #COVID2019 #vaka3013 #Corona #koronaturkiye #coronaturkiye https://t.co/4Z8whL1Chi""";;;
4.04.2020;;"??Güncelleme - Cumartesi 4 Nisan 2020  Körfez ülkelerindeki Korona vakalary :  Bahreyn : 688 BAE : 1505 Umman : 277 Kuveyt : 479 Suudi Arabistan : 2179 Katar : 1325  #Korona #corona https://t.co/eTJjy0rEXr""";;;
4.04.2020;;"??#SONDAK?A  ABD Ba?kany #Trump:  ???ümüzdeki birka?afta ? ölüm olacak önlem alsak bile ? ölüm olacak  ??Medya, panik yaratyyor ve ortaly??ary?tyryyor  ??New York?a Corona Virüsü ile mücadele i? 1000 askeri personel gönderece??n ???kemizi yeniden aya??aldyrmalyyyz""";;;
4.04.2020;;"Ke?ke bazy sayysalcylar corona olsa.""";;;
4.04.2020;;"Fikirlere #Corona ?lemez  Bim For Vandetta https://t.co/P3zz0MA6CG""";;;
4.04.2020;;"???k Teravih-23 Nisan Ulusal Egemenlik ve ?cuk Bayramy.  ??Kadir Gecesi-19 Mayys Gen?k ve Spor Bayramy.  ??A?ure Günü-30 A??os Zafer Bayramy.  ??Mevlid Kandili-29 Ekim Cumhuriyet Bayramy.  2020 ?a?yrtmaya devam ediyor.  #vaka23934 #evdekal #Covid19 #corona #korona""";;;
4.04.2020;;"Bir zamanlar corona https://t.co/FiQbWU4yjx""";;;
4.04.2020;;"Mükemmel tespit!  #vaka23934  #MaskeBulamazsam  #Corona https://t.co/pGTmJslEU2""";;;
4.04.2020;;"? sykyntyly günlerde,Tv lere, parti ba?kanlary ,gazeteciler,?i hocalary ?masyn. ?k sykycy oluyorlar. Yasak getirilsin! Sadece corona bilgisi olan,?im, bilim, insanlary ?syn.""";;;
4.04.2020;;"Corona virüs, pragmatizmin sonunu getirmi?tir. Yeniden bilim..""";;;
4.04.2020;;"?u #Corona ile birlikte  #showoff ba??ar da sonlansyn istiyorum""";;;
4.04.2020;;"ABD Ba?kany Donald Trump corona virüsü salgynyyla ilgili korkun?ir a?lamada bulundu. Trump, \""Maalesef ? sayyda ki?i ölecek\"" ifadelerini kullandy. https://t.co/FwiZuZFAON""";;;
4.04.2020;;"Dü?ünsene tam Corona bitti derken knliler Corona S Plus ?aryyolar???? Yaparlarmy? Yaparlar..""";;;
4.04.2020;;"Corona virüsünden sonra 14 günlük bi after party'e ihtiyacymyz var""";;;
4.04.2020;;"Corona bula?an malum cenah:)???? #vaka23934 https://t.co/anaUTz53Uz""";;;
4.04.2020;;"Bu corona karantinasy ger?ten alkol limitimi artyrdy...""";;;
4.04.2020;;"Koronavirüs Corona biralaryny da vurdu: ?rket üretimi durduruyor  https://t.co/xR50A767oU https://t.co/uYwJD08Vmm""";;;
4.04.2020;;"Annem bi yerde okumu? 2 haftaya bitiyormu? bu corona falan filan di?inizi sykyn""";;;
4.04.2020;;"Umarym insanlyk olarak Corona?dan daha büyük bir synavymyz olmaz... A?k gibi...""";;;
4.04.2020;;"Bu corona ? yönetimi dü?ürecek hatta  Yeni haritalar ?direcek gibi gözüküyor Meta biota Müthi? bir ?y?ma yapyyor https://t.co/u8MLuhX2J3""";;;
4.04.2020;;"Eeeyyy corona artyk hi?r ?ey kalmady son olarakta manitayla ayny dakika ayny saniye ayny postu birbirimize attyk OLAY B?T?""";;;
4.04.2020;;"böyle bir skandal olabilir miacaba* @RTErdogan @tcbestepe @Akparti @herkesicinCHP @ekrem_imamoglu @kilicdarogluk @alihaydarfirat @erdemmgul @ErenErdemCHP @eczozgurozel @necdetsarac @enginozkoc @enginaltaychp #chp #akp #corona #Covit19 #sondakika #önemli #acil #tbmm #mhp #iyiparti https://t.co/OgSuxBb70t""";;;
4.04.2020;;"Corona?dan Dolayy Ankara Caz Festivali Engellendi https://t.co/CBFHKfwSJK https://t.co/YVMtygJ5Cl""";;;
4.04.2020;;"Elimde olsa kendimi hi?sayyp Corona virüsünü oraya sokarym hepiniz ölün Zalimlere ölüm #ZindanlardaDireni?Var""";;;
4.04.2020;;"?mdi bu Corona Virüs tüm dünyaya Wuhan?dan yayyldy öyle mi?  kn?in di??bölgelerine sy?mayan (sy?sa da ? az) virüs, bir anda tüm dünyaya yayyldy!  Coronaly Wuhan izole edildi?? göre di??ülkelere virüsü kim ta?ydy?  Lütfen Kimse insanlary aptal yerine koymasyn...""";;;
4.04.2020;;"Hayyr sen hep ?iyorsun bu solunum sykyntysyny Corona de??in hayyr""";;;
4.04.2020;;"Adam sava?yn ortasynda hala pupg oynuyor bu suriyeliler beni bitirecek sabahlara kadar mate arty pupg.. Ulan corona var var bakyn dünya yanyyor diyorum \""?ukutek fadi ahi\"" diyip mattesinden ?ip pupgye gömülüyor tuhaf ya! Gamsyz millet""";;;
4.04.2020;;"Vay korona vay korona. Biraz da gülelim. ??????  #corona #korona #Covid_19 #coronavirusturkey #coronaturkiye #coronawirus #COVID19    #MaskeBulamazsam https://t.co/zelGNWSGPK""";;;
4.04.2020;;"corona ne demi??? maske takmayyn hepinizi tanyyorum ??????""";;;
4.04.2020;;"Bu corona ileriki yyllarda kpss de genel kültür genel yetenek synavynda kesin sorulacak""";;;
4.04.2020;;"Hoff ya, bu Corona ne zaman zombile?tierecek insanlary. Bekle bekle nereye kadar yaa? O kadar hazyrlyk yaptyk... https://t.co/1mYl8PbUl1""";;;
4.04.2020;;"CORONA CEZAEVLER??? OLDUK? R?KL?B? YER AC? TAHL?E GEREKL?!   Cezaevleriikn VicdanaDavet  @yilmaztunc @abdulhamitgul @nacibostanci @eczozgurozel @ZeynelEmre_ @YildizFeti @fuatoktay  @yavuzagiraliog @meral_aksener @UmitKaraca_ @avabdullahguler""";;;
4.04.2020;;"Babaannem corona?ya beddua ediyor  in?allah tutar.""";;;
4.04.2020;;"Sa?? ?y?anlarymyz ba?ta olmak üzere corona ile mücadele edenlerimizin biran önce EVlerine sevdiklerine evlatlaryna dönebilmeleri icin EVde kal mesafeni koru tedbirleri dikkate al T?K?EM https://t.co/ahy4eRzkIj""";;;
4.04.2020;;"Aya?? denk al corona biz minninalar hrisi i? kur?un yer kur?un ataryz?? @minninaguys https://t.co/KI2PwCh9Ma""";;;
4.04.2020;;"Corona morana  derken oturdu??ev kirasyny ilk defa bu ay haketti hakskaksj normalde kullanym sürem 7 8 saatken ?imdi 24 e ?ty hajsjanja""";;;
4.04.2020;;"Corona olan ünlü isimler - https://t.co/gViNn47uIg https://t.co/pghgFyxyBM""";;;
4.04.2020;;"18 dk sonra dogum gunume giriyoruz corona var karantinadayiz sokaga cikma yasagimiz falan var bekliyorum daha ne olabilir""";;;
4.04.2020;;"Bu tasary Corona salgyny i? de??hyrsyzlaryn, yolsuzluk yapanlaryn ve sahtekarlaryn dayany?masy i? yapyldy. Su?lar dü?ünenleri sevmez.  #?ddeteBula?mayanlaraTahliye""";;;
4.04.2020;;"Adam eve 5araba insanla gelip Corona günlerinde partiliyor.. müzik desen ?u saatte yüksek sesle. Ama polis ?yramyyorum. ?nkü Antalya büyük?ehir belediyesi ba?kani @bocekmuhittin kolladigi biricik güre??""";;;
4.04.2020;;"Corona ?ty??an beri overlok makinasy aya??za geldi seslerini duymuyoruz""";;;
4.04.2020;;"Umarym güzel günler görece??...  #citrusfruit #citrus #agriculture #citrusflower #arazi #narenciye #turun?l #ziraat #covid_19 #corona #nature @ Dörtyol, Hatay https://t.co/iZpBplMu51""";;;
4.04.2020;;"Bakan Koca ?tanbul i? corona bula?ma hyzy, 1 ki?i 16 ki?iye bula?tyrmaktadyr dedi. Buna göre tedbir alynmazsa ?tanbul da 1 hafta da herkes  virüslü olacak.  1.gün 1  2. Gün 16  3. Gün 256  4. Gün 4096  5. Gün 65536  6. Gün 1048576  7. Gün 16777216 ki?i  Yani tüm ?tanbul !!!""";;;
4.04.2020;;"lan corona bula?yr geberirler diye korkuyorlar virüstü insan bi arayagelionuz hi?orkmuyomusunyz #ZindanlardaDirenisVar diyerek puropaganda dan ba?ka yaptyny??z bi?ey yok""";;;
4.04.2020;;"Yobaz yav?aklar 23 Nisan ve 19 Mayys kutlanamayacak diye #Corona ya sempati duymuyorlarsa bende bir bok bilmiyorum. #coronavirusturkey""";;;
4.04.2020;;"ulan corona milleti eve hapis ettin, kendin dünyayy geziyorsun aq senin""";;;
4.04.2020;;"Corona bizimkileri ?gyna  ?irmi? ?? yigenlerimin park özlemine abimin ?ümü???? #evdenmanzaralar #karantinagunleri #vaka23934 https://t.co/yzG4NAyAJq""";;;
4.04.2020;;"annemin kardesinin karysynyn dayysyna corona bulasmys arryk can güvenli??syffyyrr""";;;
4.04.2020;;"Corona Maske Bilgilendirilmesi Yayynlandy #savebutonu #geek #gaming  https://t.co/aw3rkXICU5 https://t.co/xMgM3gn5Xl""";;;
4.04.2020;;"Ne güzel 10 gün önce muhte?em bir burnum olacakty. Senden nefret ediyorum Corona??""";;;
4.04.2020;;"5 kisilik bir konusma yaptik, biri beni kumara bekliyolar dedi gitti kalan 4 kisinin 2si sacini kazimaya, 1 i kendi kendine kahkul kesmeye, 1 i de kendi kendine boyamaya egilimli.. Corona lutfen artik git!""";;;
4.04.2020;;"Grip oldum, corona olma riskine kar?y annem hari?erkes kendi canynyn derdine dü?tü. Canynyz sa??sun :)""";;;
4.04.2020;;"Hi?rinizi affetmem bende ! #corona #evdekal #AffyYok https://t.co/YsgVnLQxuj""";;;
4.04.2020;;"Sa??karsam bu Corona virüsü sava?yndan, Sana söz veriyorum hayat Sil ba?tan ya?ayaca??kalan sayyly ömrümü ...!!!! ~  #EvdekalTürkiye?? https://t.co/WdcrQMsuNB""";;;
4.04.2020;;"Durup dururken gelen, aksam saatlerinde akla dusen ?acaba ben corona miyim nefes alamadim gibi bi doktora mi gitsem? hissi..""";;;
4.04.2020;;"Corona virüs New York'u adeta darmada??etti! 'Daha da kötü olacak. https://t.co/nn249oOGr1""";;;
4.04.2020;;"Corona?nin yeni baskenti Tokyo olacak gibi gibi""";;;
4.04.2020;;"Son peygamber, anlamayana corona ??  https://t.co/ypT0YhBOZe""";;;
4.04.2020;;"surekli corona corona kac vaka var iyilesen kac kisi.. biktik be kardesim anliyo musun baydi yani yeterince derdimiz vardi israfil ufle kurtulalim yordun bizi""";;;
4.04.2020;;"Allah kahretsin ?imdi farkettim bu seneki ramazan reklamlary corona temaly olacak""";;;
4.04.2020;;"Vay korona vay korona. Biraz da gülelim. ??????  #corona #korona #Covid_19 #coronavirusturkey #coronaturkiye #coronawirus #COVID19  #BakanymNysandaBa?layalym https://t.co/lGQizGVmPE""";;;
4.04.2020;;"22 ya?yndaki #taraftar korona virüsünden hayatyny kaybetti. #AnadoluEfes ba?sa??y mesajy yayynlady #koronavirüs #corona #coronavirus https://t.co/0QN3B7LogJ @futbolmedya aracyly??a""";;;
4.04.2020;;"Bana sorsan corona virüs bakterisi cahil insanyn ta kendisidir corona cahilin yanda halt yemi?...cehalet bakteridir...kör ve sa??yr asla gerce??drak edemez.""";;;
4.04.2020;;"Türkiye?de corona virüsünden ölenlerin sayysy yükseldi https://t.co/yj2vUs832p""";;;
4.04.2020;;"Survivor dakilere ?imdi yasak yokmu aq corona da yok mis""";;;
4.04.2020;;"Aptallar corona sayfasy a?ak kadar ne ya?yyorsunuz siz ya""";;;
4.04.2020;;"KORONA V?? den NASIL KORUNULUR ? BUR?AR CORONA ya KAR?  \\  ASTROLOJ?.. https://t.co/ErER11r1md @YouTube aracyly??a""";;;
4.04.2020;;"Corona günlerinde miko nun tavry hi?o? de?? götüm dondu amq götümmm""";;;
4.04.2020;;"Bu corona muhabbeti bittikten sonra ilk görü?ülen ki?i...""";;;
4.04.2020;;"Sevgili corona , evet ? misafirperver bir ülkeyiz ama lüzumsuz uzun kalanlary da sevmeyiz artyk gitsen mi, ne dersin?""";;;
4.04.2020;;"Corona a?ky öldürmez sizin sevdanyz yalan...""";;;
4.04.2020;;"Bu insanlyk dy?y ve al??politikaya, bu fa?ist uygulamaya tüm ülke halklary tepki vermelidir! Katil #ABD  #coronawirus #CoronavirusUSA #Corona #Covid_19 #Kuba https://t.co/2VdCEmjtMR""";;;
4.04.2020;;"ay salaga bak CIK DA CORONA OL KOS SENI BEKLIYO KOS https://t.co/7rjKwAzn5H""";;;
4.04.2020;;"Dörtgenlere genel bir baky? atalym :) #ty #metinhocam #matematik #geometri #evdekal #hayatevesy??#online #ders #onlineözelders #2020tayfa #corona #aytmatematik #ayt #ebaTV  #EvdeKalGenclik #EvdeKal https://t.co/dVa6M8NkAD""";;;
4.04.2020;;"#DuenyaMalatyalylarGuenue nde güzel haber verelim . Kükürtlü kayysy a??dezenfektesi i? ? önemlidir ve kayysynyn ba??klyk gü?ndirmesi  Corona ile mücadele de önemli bir silah.  Bunu ben de??hocamyz söylüyor.   https://t.co/NOGDK2elNl""";;;
4.04.2020;;"#SONDAK?A  Trump: ?New York?a Corona Virüsü ile mücadele i? 1000 asker gönderiyoruz.? ?Virüs hergün yön de??iriyor ve bizde takip ediyoruz.?""";;;
4.04.2020;;"#CasaDePapel4 Profösörü, Corona hakkynda görü?leri i? Tv kanallaryna davet edelim.""";;;
4.04.2020;;"Bakanlyk Karabük'teki corona vaka sayysyny 20 olarak duyuruyor ancak burada belediyenin yapty???lama 30 ki?inin coronaya yakalandy??e 3 ki?inin öldü??önünde. ?mdi kime inanalym??""";;;
4.04.2020;;"#cnnturkmasasy iyi ak?amlar  iyile?mi? hastalaryn gaitasyndan fekal transplantasyonla ve probiyotiklerle tedavi denenebilir mi.  Veteriner hekimler olarak bunu kedilerin corona virusunda deniyoruz.""";;;
4.04.2020;;"#ivermectin ile ilgili güzel haberler geliyor kula??...umarym #corona sona do??yakla?yyorsundur...""";;;
4.04.2020;;"CORONA CEZAEVLER??? OLDUK? R?KL?B? YER AC? TAHL?E GEREKL?!   Cezaevleriikn VicdanaDavet  @yilmaztunc @abdulhamitgul @nacibostanci @eczozgurozel @ZeynelEmre_ @YildizFeti @fuatoktay  @yavuzagiraliog @meral_aksener @UmitKaraca_ @avabdullahguler""";;;
4.04.2020;;"Ne yazyk ki corona virüs ?remizden bir can aldy bu i?in ?akasy yok #evdekal #vaka23934""";;;
4.04.2020;;"Az önce karde?im hap?yrdy babam döndü \""Götür bunu tuvalete kapat\"" dedi corona evlat sevgisi byrakmadyn insafsyzzzz #corona""";;;
4.04.2020;;"Cezaevleriikn VicdanaDavet Yargyda güven %30 ?M ler kapatylmy? Binlerce hakim savcy fetöcü ?my?  Corona virüsü ölüm sa?or  Yasayy e?it ?armanyn tam zamany  @RTErdogan @abdulhamitgul @avabdullahguler @ZeynelEmre_ @kilicdarogluk @mehmedmus @turanbulent @meral_aksener""";;;
4.04.2020;;"Corona da??n maske bulunur https://t.co/fLohy9rVeQ""";;;
4.04.2020;;"Corona az bile insanly??Bu ?uklaryn ahy tutmu? olmasyn. ??? https://t.co/gUVsDCHFaP""";;;
4.04.2020;;"Bu maskenin altynda hacy var ve hacylara corona i?lemez https://t.co/6OQ1ZqqMnG""";;;
4.04.2020;;"Corona Virüs tüm dünyayy etkisi altyna almy?ken, herkes kendince tedbir almaya ba?lady. Kimileri evdeki giysilerden maske yaparken, kimileri de ?itli e?yalardan yüz koruma maskesi yapyyor. ?te onlardan birisi daha  https://t.co/r6MyW2PBdL""";;;
4.04.2020;;"TAR? YEN?EN YAZILIYOR. Gelecek nesiller tarihi  ''Corona dan önce ve  Corona dan sonra'' diye ö??ecekler.""";;;
4.04.2020;;"Corona'dan dolayy Türkiye'de en ciddi ?ekilde etkilenen il?kadyköy olabilir mi? ???? https://t.co/3mqfJjhBxa""";;;
4.04.2020;;"türkiyede corona bitti mi yani https://t.co/0R2ssWukhF""";;;
4.04.2020;;"Bütün ila?irmalary corona antidepressantlary i? gece gündüz ?y?yyor, siz rahat uyuyun deyu ??""";;;
4.04.2020;;"Corona ile alakaly kan dondurucu bir video dü?tü wp grubundan... aman aman""";;;
4.04.2020;;"Hi?ü?ündünüz mü?  Ameliyathane ve yo??bakym kyyafetleri neden ?unlukla mavi ve ye?il renktedir?  ?nkü bazy bakterilerin bu renkleri sevmedikleri kanaati yaygyndyr.  Not: Virüslerin ve Corona?nyn sevgi durumu nedir bilmiyorum.??""";;;
4.04.2020;;"ERCENG?: DO?U BERTARFAF ED?MEYEN ELD?EN VE MASKE V?? SA?YOR https://t.co/a9122WvLX8 @orkunercengiz @ALSAY5 @burdurbld #kaybettik #evdekaliyorum #COVID-19 #COVID #EvdeKalBurdur #EvdeKal #EvdeHayatVar #HayatEveSy??#20ya? #HepBirlikteTürkiyeyiz #Corona""";;;
4.04.2020;;"Corona virüs nedeniyle iptal edilince balkonlarda kutladylar  https://t.co/iDhrCOeaTV https://t.co/jzLtrPaFwQ""";;;
4.04.2020;;"Artyk paralarda da Corona virüsü olabilece??en ötürü kazandy??utary EFT yapmamy istiyor ??""";;;
4.04.2020;;"Bu salgynlarda insanlar ölürken o kadar insanyn cezaevi önüne gelmesi dü?ündürücü?Yine provakatif eylemler.  Allah'tan korkun Allah'tan!!!! Bu insanlaryn i?de #corona olanlar varsa herkese bula?tyrdy @suleymansoylu @TC_icisleri @RTErdogan @servettcan21  #ZindanlardaDireni?Var""";;;
4.04.2020;;"#ZindanlardaDireni?Var corona ila?e a?y denemeleri bunlaryn üzerinde  yapylsyn.?e yararsa insanlyk kurtulur,yaramazsa insanlyk bunlardan kurtulur!..""";;;
4.04.2020;;"Corona belasy bitti??ibi Aras Bulut?a ko?mak... var bir hayalimiz!""";;;
4.04.2020;;"Corona az bile insanly??https://t.co/tYUim1vKqn""";;;
4.04.2020;;"Corona bittiginde taksime dönün, müzisyenler, istiklalde sarkilar söyleyin dans edelim. eski ruhunu görelim. Taksime sahib cikin. Biz hala burdayiz. sizi bekliyoruz ?? Taksimde ilk öpüdmeler, ilk sarhos olmalari hatirlama uguruna dönün. Canlansin renklensin caddlerimiz. ????""";;;
4.04.2020;;"?tanbul Tabip Odasy uyardy. SGK corona tebli??ayynlady. Bu da yetmez.?el hastaneler corona hastalaryndan hi?r ?ekilde ücret talep etmemeli.Kamusal hizmette mü?teri, ticarethane ili?kisi olmaz. https://t.co/R0cHGH8AJ2""";;;
4.04.2020;;"Corona günlerinde yapabilece??maksimum aktivite budur https://t.co/Yo8JBR4x9a""";;;
4.04.2020;;"17 gündür evdeyim dy?ary sadece kedilere mama vermek i? ?yyorum. Bütün gün kar?ym da Ipad @netflixturkiye ?den film dizi ne varsa izliyorum sabah 6 ya kadar uyuyamyyorum en ge? de uyanyyorum ve yine ayny ?eyler.. #Corona bitince psikolo??idicem gibi görünüyor.. ??""";;;
4.04.2020;;"Meksikaly ?irket corona biralarynyn üretimini durdurmu? ??""";;;
4.04.2020;;"Türkiye-Kürdistan'daki Diyanet ?leri ve tarikatlaryn paralaryna Corona hastalary i? el konulmaly. Bunu devlet de??halk yapmaly. Bunu yapacak olan halktan demokratik komiteler kurarak yapmaly. Komitelerin ele ge?ece??aralar en yararly bi?iyle yoksullara da da??lmaly""";;;
4.04.2020;;"Corona yüzünden seccadelerini ayyran annemle babam, sarylarak uyumaya devam ediyor""";;;
4.04.2020;;"Corona virüsünün kulu? süresi 24 güne ?ty! https://t.co/4VjF1qrROM #gazetesozcu @gazetesozcu aracyly??a""";;;
4.04.2020;;"Ya Rabbi ! Dinimi suistimal edeni ,corona ile kucakla?tyr... AM?. https://t.co/cceb0awmLx""";;;
4.04.2020;;"Ulan corona ya sen bizi bitireceksin ya bizim Türkler seni bitirecek haberin olsun.  #vaka23934""";;;
4.04.2020;;"#vaka23934. Ya corona ya a?k öldürecek https://t.co/6eE9b8sKet""";;;
4.04.2020;;"Japonya'da, yeni tip corona virüs salgynynda toplam vaka sayysy son 24 saatte 4 bin 209'a ?ty https://t.co/GZbqn4imEG https://t.co/kdj42v1Y7I""";;;
4.04.2020;;"Ah corona ah tüm ya?ama hevesimi alyyorsun bazen ????""";;;
4.04.2020;;"4 Nisan 2020 ?lere göre vaka sayysy #coronavirus #koronavirüs #corona #korona  #trthaber https://t.co/c08fUfInFe""";;;
4.04.2020;;"Al ?u Corona?yy sus.  Limon yok. https://t.co/XYPmbsKYC8""";;;
4.04.2020;;"aklyma yar gelir fele???a?ar' Suraaa öyle ölmeyiz füze at o nasyl ?arkyya giri?tiiir. Corona de??sen öldüreceksiiin bizi ????????""";;;
4.04.2020;;"Herkes #Corona dan korkuyor ama kimse #aids ten korkmuyor ma?allah herkes korunmasyz sikisiyor...???? @TurkGayPlatform #bodrum #Turkey #coronovarius en az #Corona kadar tehlikeli #aids daha dikkatli olalym lütfen...?? #gayturkiye #lgbt #Retwet lütfen...""";;;
4.04.2020;;"Artyk corona dü?ünsün https://t.co/5jq9ve8Fr6""";;;
4.04.2020;;"Allahym online ders mi corona virüs e??mi mi bu""";;;
4.04.2020;;"Akyl duruyor akyl,kafamyz oldu corona byrakyn hepsini byrakyn yaky?any yapyn byrakyn ''Keser döner sap döner Gün gelir hesap döner'' https://t.co/IHegI5N6t4""";;;
4.04.2020;;"Fransyzlar yeni a?y kitlerinin Afrika da denenmesini istemekle son derece küstah, ahlaksyz, bencilsiniz, senin insanyn ? mu üstün Afrikaly dan? Bu corona bile kibrinizi ahlaksyzly??zy bencilli??zi kyramady sömürgeci????""";;;
4.04.2020;;"Ordular Da??cak, Ayyyldyz Tim den  Corona Virüsle ilgili inanylmaz idda. https://t.co/5Cy5vMFLPx @Korkusuz__Medya aracyly??a  @burak_turna""";;;
4.04.2020;;"Abd de bir kyz bir erkek ikiz bebek do??n kadyn  Kyzyn ady : Corona  Erkek : covit  ?mini vermi?. ????""";;;
4.04.2020;;"sen corona olsan ben sana kolomya olurum ays...#MaskeBulamazsam #nakedchallenge #StayAtHome #COVID2019 @ayyssngedk https://t.co/2aluX83Frb""";;;
4.04.2020;;"Hi?r kuvvet sokamazken eve Corona ne büyük bee""";;;
4.04.2020;;"ABD Ba?kany Donald Trump: \""Salgyn bakymyndan bu hafta zor günler ge?ece??\""#evdekal #Covid19 #corona""";;;
4.04.2020;;"????Uzmanlar test et ve takip et yöntemini Güney Kore'den görüp uyguladyklaryny belirtiyorlar. ????Almanya'da 100.000 ki?iye 49 adet vantilatör dü?erken bu sayy ?alya'da 12, Hollanda'da 7. #COVID19 #corona #coronavyrus""";;;
4.04.2020;;"...Böylece ö??cimiz diledi??aman dersi tekrar dinleyebilecektir.Daha detayly bilgi i? DM'den ya da mh.metinhocam@gmail.com adresinden ula?abilirsiniz. #tyt #ayt #yks #ozelders #metinhocam #matematik #geometri #evdekal #hayatevesy?? #onlineözelders #2020tayfa #corona #lgs""";;;
4.04.2020;;"? arkada?larymdan birinde corona pozitif ?my?. Hangi yere yy??p ölsem diye dü?ünüyorum ?uan.""";;;
4.04.2020;;"Temsili falan de??corona yaktyn bizi?? https://t.co/20uoEKYPfT""";;;
4.04.2020;;"??aallah syra gelmeden bu corona illeti defolur gider???????????????? https://t.co/Ef8GNNgTVj""";;;
4.04.2020;;"Corona olsam ne yazar sana bula?amadyktan sora...""";;;
4.04.2020;;"CHP'nin Kadyköy Kadyn Kollary Ba?kan Yardymcysy, koronavirüs nedeniyle hayatyny kaybetti. Hatyrlatalym Doktor olan #CananKaftancyo??15 Mart 2020 pazar günü, #corona virüs a?yndan yüksek risk ta?yyan bir tarihte 14. #CHP ?tanbul ? Kadyn Kolu Kongresini iptal etmemi?ti ???? https://t.co/xbeAaySlx9""";;;
4.04.2020;;"En yakin arkadasima is yerinde gizlice sarildim. Ah corona ah""";;;
4.04.2020;;"Karde?imin cany margarin ?mi?, daha fazla ne görece??Allah'ym. Corona sen karde?ime naptyn #StayAtHome""";;;
4.04.2020;;"Dü?ünsenize  tam bu corona falan bitmi? insanlar dy?ary ?maya hazyrlanyyor ? tak koyuyor covid -19 s plus""";;;
4.04.2020;;"Vay korona vay korona. Biraz da gülelim. ??????  #corona #korona #Covid_19 #coronavirusturkey #coronaturkiye #coronawirus #COVID19 https://t.co/0LnTpiVCRY""";;;
4.04.2020;;"Corona morona dinlemem gelir öperim bak""";;;
4.04.2020;;"Kocama diyorum bu corona bitti hayat normale döndü iki günlük beni nereye götürürsün, kumla lax beach diyor bana, twit bu kadar.""";;;
4.04.2020;;"Ben Bugün per?embe sanarken me??cumartesiymi? ya. Vay be okul olmayynca günleri bile unutuyoz. Ula corona ne yaptyn bize..""";;;
4.04.2020;;"Terim, albayrak ve prens ?ls 5 günde tedavi oldular ya ila?ulundu yada corona adam se?o""";;;
4.04.2020;;"Hafta sonu saat 22:30 da yata?? girece??hi?klyma gelmezdi.. Bana eski günlerimi geri ver Corona!!""";;;
4.04.2020;;"#SiddeteBulasmayanlaraTahliye  @nevsinmengu @LeventUzumcu @acikcenk @LivaneliZulfu @nihatsirdar @metcihan @emrkongar @ecapa_aklinizi  yakinlarimizi corona tehlikesine kurban etmek istemiyoruz desteginizi bekliyoruz  virus insan ayirmiyor meclis de ayirmasin !""";;;
4.04.2020;;"Ka?enedir gop/karayollarynda oturuyorum kim daha tehlikeli konu?mayalym corona bak i?ine manyak olursun ??""";;;
4.04.2020;;"Yyl 2020  5 nisan. Corona yüzünden her kes evinde. Bu 3 ayda olmayan olay kalmady. Bu tivite 1 yyl sonra bakyp yorum yapaca??""";;;
4.04.2020;;"??Prof. Dr. Ercüment Ovaly Corona virüsüne kar?y a?y geli?tirmek amacyyla kendisi ve ekibini 45 gün boyunca laboratuvarda karantinaya aldy Milletimize Hayyrly Olsun https://t.co/nSeQXdafEw""";;;
4.04.2020;;"??#SONDAK?A  ??ABD Ba?kany Trump:  ???New York?a Corona Virüsü ile mücadele i? 1000 asker gönderiyoruz.? ???Virüs hergün yön de??iriyor ve bizde takip ediyoruz.?""";;;
4.04.2020;;"Corona virüsü beni \""Jyna Mala \""olmaya zorluyo????""";;;
4.04.2020;;"Prof. Dr. Feriha ? ?tanbul ?pa typ fakültesi eski ö??im üyesi corona virüsü sebebiyle hayatyny kaybetti. https://t.co/w3ylHq23lf""";;;
4.04.2020;;"Neden parka gidemiyoruz dedi ! Corona dedim ! ?lece sustu ?? https://t.co/nGeNYqYlOe""";;;
4.04.2020;;"ABD'de corona testi yapilan hastalarin ucte birinde sonuclar yanlis cikmis. https://t.co/Bmu6nJfuNi""";;;
4.04.2020;;"Corona (Korona) Virüsü Nedir? https://t.co/RI7WHMkl1j""";;;
4.04.2020;;"Bi sen eksiktin la sende gel tam olsun Corona karde? öh.""";;;
4.04.2020;;"Olmaz karde? sen merak etme gelse bile hemen bir slogan türkiye laiktir laik kalacak arkasyndan izmirin da??ynda ?ekler a? ?arkysy ve onuncu yyl mar?y evelallah corona dakikada kaybolur zaten coronaya gycyk oluyorlar meyhaneler fuhu? zina bitti üstlerine gitme karde? ?????? https://t.co/xTerGHSxgq""";;;
4.04.2020;;"canym sürekli yo??lu istiyor annem ysrarla dy?ardan bir ?ey sipari? ettirmiyor corona olucaz diye... mersinli ruhum tantuni istiyor artyk dayanamyyorum""";;;
4.04.2020;;"Ah be corona biz bittik sen hala bitmedin derdin ne acaba??""";;;
4.04.2020;;"Corona morona byrakmyyor https://t.co/z7wGEemppk""";;;
4.04.2020;;"#cnntuerkmasasy #cnnturkmasasy #cnntürkmasasy Nerdeyse her ak?am corona üzerine tarty?ma izlerim. En yararly buldu??program bu ak?amki oldu Bilgilendik, yararlandyk. Bi ?eyler düzgün gidiyosa bu asla tesadüf de??ir. Tüm ekibi ve katylymcylary tebrik ediyorum Te?ekkür ediyorum""";;;
